fulltimeemployees,auditrisk,boardrisk,compensationrisk,shareholderrightsrisk,overallrisk,payoutratio,beta,trailingpe,forwardpe,volume,regularmarketvolume,averagevolume,averagevolume10days,averagedailyvolume10day,bid,bidsize,asksize,marketcap,fiftytwoweeklow,fiftytwoweekhigh,pricetosalestrailing12months,twohundreddayaverage,trailingannualdividendrate,trailingannualdividendyield,enterprisevalue,profitmargins,floatshares,sharesoutstanding,sharesshort,sharesshortpriormonth,sharespercentsharesout,heldpercentinsiders,heldpercentinstitutions,shortratio,shortpercentoffloat,impliedsharesoutstanding,bookvalue,pricetobook,lastfiscalyearend,nextfiscalyearend,netincometocommon,trailingeps,forwardeps,enterprisetorevenue,enterprisetoebitda,52weekchange,targetmedianprice,recommendationmean,numberofanalystopinions,totalcash,totalcashpershare,ebitda,totaldebt,quickratio,currentratio,totalrevenue,debttoequity,revenuepershare,returnonassets,returnonequity,grossprofits,freecashflow,operatingcashflow,revenuegrowth,grossmargins,ebitdamargins,operatingmargins,regularmarketchangepercent,postmarketchangepercent,postmarketchange,regularmarketchange,epstrailingtwelvemonths,epsforward,epscurrentyear,priceepscurrentyear,fiftydayaveragechange,fiftydayaveragechangepercent,twohundreddayaveragechange,twohundreddayaveragechangepercent,averagedailyvolume3month,fiftytwoweeklowchange,fiftytwoweeklowchangepercent,fiftytwoweekhighchange,fiftytwoweekhighchangepercent,fiftytwoweekchangepercent,trailingpegratio,ticker,dividendrate,dividendyield,fiveyearavgdividendyield,earningsquarterlygrowth,lastdividendvalue,earningsgrowth,esg_risk_level,regularmarketdayrange_min,regularmarketdayrange_max,fiftytwoweekrange_min,fiftytwoweekrange_max
37936.0,4.0,4.0,3.0,1.0,1.0,0.82809997,1.048,16.075708,6.938053,1233304.0,1233304.0,1933550.0,1663730.0,1663730.0,99.0,10.0,10.0,36080394240.0,90.38,130.55,0.597694,115.34245,5.25,0.051309615,48073678848.0,0.03803,352711440.0,354007008.0,6759834.0,6758268.0,0.0191,0.00178,0.61458,3.2,0.0217,354007008.0,84.414,1.2073826,1735603200.0,1767139200.0,2268999936.0,6.34,14.69,0.796,17.037,-0.13429034,115.0,2.8125,14.0,38057000960.0,107.506,2821750016.0,47712002048.0,0.881,0.999,60366000128.0,148.073,169.413,0.00234,0.07908,15569999872.0,-16394500096.0,775000000.0,-0.427,0.25792998,0.04674,0.0683,-0.390932,1.0105953,1.0299988,-0.400002,6.34,14.69,13.67887,7.4509077,-3.014,-0.028722817,-13.422455,-0.11637046,1933550.0,11.540001,0.12768313,-28.630005,-0.21930298,-13.429033,0.6456,PRU,5.4,5.3,4.92,-0.379,1.35,-0.372,Low,100.0,102.425,90.38,130.55
2703.0,8.0,6.0,9.0,3.0,6.0,0.97010005,1.268,25.945135,29.556818,2152512.0,2152512.0,5252941.0,4319030.0,4319030.0,103.68,8.0,9.0,96541425664.0,85.35,132.57,11.053892,115.13985,3.89,0.037015893,133438332928.0,0.42810002,924956637.0,927926016.0,11929435.0,13557534.0,0.0128999995,0.00274,0.95742995,1.66,0.0167,935296000.0,57.554,1.8076936,1735603200.0,1767139200.0,3732992000.0,4.01,3.52,15.279,21.544,-0.009142876,118.0,2.125,20.0,671134976.0,0.723,6193812992.0,32895868928.0,0.321,0.62,8733704192.0,56.643,9.425,0.023759998,0.06829,6660436992.0,4307161088.0,5017502208.0,0.088,0.76261,0.70919,0.39956,-0.999139,0.20184456,0.20999908,-1.05,4.01,3.52,2.81134,37.007263,-1.2162018,-0.011554681,-11.099846,-0.09640317,5252941.0,18.690002,0.2189807,-28.530006,-0.2152071,-0.91428757,0.5509,PLD,4.04,3.88,2.53,0.012,1.01,0.01,Low,103.02,104.86,85.35,132.57
66308.0,6.0,2.0,3.0,6.0,3.0,0.33040002,0.404,18.685984,20.094202,1654402.0,1654402.0,3244072.0,2746090.0,2746090.0,270.1,8.0,8.0,162559901696.0,201.34,292.99,2.0706158,258.01794,4.9,0.01768187,166663815168.0,0.11102,584025304.0,586224000.0,6221374.0,5890412.0,0.0106,0.00265,0.88144994,1.7,0.0106,586224000.0,49.41,5.612224,1735603200.0,1767139200.0,8716000256.0,14.84,13.8,2.123,14.402,0.35149622,293.5,2.26316,16.0,2790000128.0,4.759,11571999744.0,6894000128.0,0.26,0.333,78507999232.0,23.81,134.053,0.06865,0.34338,11758999552.0,13350724608.0,16026999808.0,0.184,0.14977999,0.14739999,0.16204001,0.0649512,-0.18751858,-0.519989,0.179993,14.84,13.8,15.90733,17.432215,0.8921814,0.003227772,19.282043,0.0747314,3244072.0,75.95999,0.37727225,-15.690002,-0.053551327,35.14962,7.2742,PGR,4.9,1.77,1.58,0.101,0.1,0.109,Medium,276.54,278.87,201.34,292.99
108000.0,7.0,4.0,1.0,5.0,2.0,0.639,0.411,26.326982,22.3531,4219184.0,4219184.0,8587903.0,6869230.0,6869230.0,165.62,9.0,18.0,388865392640.0,156.58,180.43,4.6333766,168.4997,4.026,0.024395565,414944755712.0,0.18464,2341001776.0,2344539904.0,18652269.0,17069234.0,0.008,0.00057,0.70133,1.83,0.008,2344539904.0,21.962,7.5521355,1719705600.0,1751241600.0,15205999616.0,6.3,7.42,4.944,17.156,0.01685977,176.0,2.0,24.0,9116000256.0,3.888,24187000832.0,34140999680.0,0.445,0.713,83926999040.0,64.975,35.648,0.10977,0.30294,43384999936.0,12618874880.0,18585999360.0,-0.021,0.51694,0.28819,0.23296,0.50294,-0.042208683,-0.070007324,0.830002,6.3,7.42,6.78036,24.461826,1.388794,0.008443994,-2.6396942,-0.01566587,8587903.0,9.279999,0.05926682,-14.569992,-0.08075149,1.685977,4.016,PG,4.23,2.55,2.4,0.004,1.057,0.013,Medium,163.48,166.2196,156.58,180.43
19700.0,7.0,6.0,2.0,9.0,7.0,0.62310004,1.008,16.490364,9.124409,846029.0,846029.0,1549640.0,993740.0,993740.0,76.9,4.0,4.0,17264949248.0,68.39,91.98,1.0947762,81.6835,2.91,0.037621204,17019531264.0,0.0689,222695422.0,224191008.0,5509802.0,5731354.0,0.024600001,0.0110599995,0.75724,2.88,0.028299998,224191008.0,49.859,1.5445557,1735603200.0,1767139200.0,1086599936.0,4.67,8.44,1.079,10.487,-0.050665677,83.5,3.08333,12.0,5214000128.0,23.257,1622974976.0,4590400000.0,0.303,1.448,15770300416.0,39.589,68.738,0.0027599998,0.09733,6782400000.0,1386312448.0,4995999744.0,-0.088,0.43007,0.102910005,0.01721,-0.4395557,0.0,0.0,-0.33999634,4.67,8.44,8.08198,9.528606,-1.3089981,-0.016713673,-4.6735,-0.057214737,1549640.0,8.620003,0.12604186,-14.970001,-0.16275278,-5.0665674,3.274436165048544,PFG,3.04,3.95,3.69,-0.91,0.75,-0.905,Low,76.06,77.49,68.39,91.98
6653.0,6.0,1.0,1.0,6.0,2.0,0.77989995,0.717,25.873133,18.945354,5245657.0,5245657.0,5942870.0,6409110.0,6409110.0,34.33,32.0,30.0,25630281728.0,27.24,36.7,2.9589336,33.4711,1.045,0.030395577,42662281216.0,0.114870004,737526642.0,739264000.0,23224917.0,22928683.0,0.031400003,0.0011,0.81945,3.53,0.036,739264000.0,19.345,1.7921944,1735603200.0,1767139200.0,992000000.0,1.34,1.83,4.925,12.948,0.21351063,38.0,1.82353,16.0,312000000.0,0.422,3295000064.0,17344000000.0,0.52,0.809,8661999616.0,121.312,11.736,0.029719999,0.07018,3662000128.0,-481124992.0,2571000064.0,0.087,0.42277,0.3804,0.27396,0.843505,-0.20190279,-0.069999695,0.289997,1.34,1.83,1.81827,19.067575,-0.5470009,-0.015532297,1.1988983,0.03581891,5942870.0,7.4299984,0.2727606,-2.0300026,-0.05531342,21.351063,1.3284,PPL,1.09,3.14,4.45,0.349,0.273,0.343,High,34.125,34.76,27.24,36.7
46000.0,5.0,8.0,3.0,5.0,5.0,0.4761,1.195,19.483187,12.438417,948076.0,948076.0,2272969.0,1756330.0,1756330.0,109.49,11.0,11.0,24985409536.0,90.24,137.24,1.5934572,118.64345,2.69,0.024188474,31123159040.0,0.06945,226262250.0,226975008.0,3464426.0,3367039.0,0.0153,0.00139,0.87113,1.36,0.0175,230446000.0,30.515,3.6074064,1735603200.0,1767139200.0,1314000000.0,5.65,8.85,1.985,11.74,-0.1506173,125.0,2.38462,22.0,1903000064.0,8.383,2651000064.0,7872999936.0,0.913,1.354,15680000000.0,111.012,67.615,0.06301,0.1765,6537999872.0,1066750016.0,1462000000.0,-0.043,0.41696,0.16906999,0.13301,-1.01609,0.25435936,0.27999878,-1.13,5.65,8.85,7.84078,14.03942,2.767601,0.025790133,-8.563446,-0.07217799,2272969.0,19.840004,0.2198582,-27.160004,-0.1979015,-15.06173,0.7942,PPG,2.72,2.47,1.8,-0.068,0.68,-0.034,Medium,109.0001,110.33,90.24,137.24
6000.0,7.0,4.0,4.0,2.0,2.0,0.44939998,1.197,28.330835,25.128016,363877.0,363877.0,499851.0,569410.0,569410.0,301.22,1.0,1.0,11364653056.0,284.27,395.6,2.1598952,343.77194,4.8,0.01581705,12640001024.0,0.07773,34896351.0,37595200.0,2715507.0,3037578.0,0.0722,0.07205,1.01141,4.73,0.0851,37595200.0,32.892,9.190381,1735603200.0,1767139200.0,406884992.0,10.67,12.03,2.402,20.005,-0.1547882,318.5,2.38462,12.0,71644000.0,1.906,631843968.0,1347078016.0,0.491,1.794,5261668864.0,108.75,139.121,0.098050006,0.31651,1549155968.0,402759872.0,540968000.0,-0.044,0.29442,0.12008,0.07236,-0.3888334,-0.297725,-0.899994,-1.1799927,10.67,12.03,10.95132,27.603067,-7.664398,-0.024727503,-41.481934,-0.12066701,499851.0,18.02002,0.06339051,-93.31,-0.23586956,-15.47882,3.274436165048544,POOL,5.0,1.65,0.98,-0.321,1.25,-0.304,,299.09,303.32,284.27,395.6
53686.0,2.0,7.0,1.0,5.0,3.0,0.4488,1.064,12.134181,11.447036,1501787.0,1501787.0,2590688.0,2074270.0,2074270.0,160.0,11.0,10.0,67966324736.0,145.12,216.26,3.235105,184.5374,6.35,0.036707323,125967327232.0,0.2875,392382695.0,395567008.0,4640937.0,4361624.0,0.0117,0.0037599998,0.85283995,1.47,0.0117999995,395567008.0,127.982,1.3425326,1735603200.0,1767139200.0,5655000064.0,14.16,15.01,5.996,18.22890170940171,0.12787187,189.5,2.04348,20.0,10892999680.0,27.538,7307376581.197453,63096999936.0,1.0957666666666668,1.615925,21009000448.0,143.13962443438913,52.72,0.0109,0.113290004,21009000448.0,3298284917.769556,5613000192.0,0.049,0.0,0.0,0.35276002,-0.676339,0.2735339,0.46998596,-1.17,14.16,15.01,15.13746,11.35065,5.455414,0.032791916,-12.717392,-0.06891499,2590688.0,26.700012,0.18398575,-44.439987,-0.20549333,12.787188,1.7558,PNC,6.4,3.72,3.55,0.114,1.6,0.132,Medium,169.32,172.63,145.12,216.26
6400.0,5.0,9.0,5.0,6.0,7.0,0.703,0.451,17.970297,19.391026,545931.0,545931.0,1256095.0,1073470.0,1073470.0,86.0,10.0,9.0,10835459072.0,74.45,96.5,2.0815473,89.50575,3.55,0.03949271,23065241600.0,0.11282,118830670.0,119399000.0,4334030.0,3319249.0,0.0363,0.00318,0.96744,3.14,0.0531,119399000.0,56.437,1.6079876,1735603200.0,1767139200.0,587299968.0,5.05,4.68,4.431,11.401,0.18658471,98.0,2.27778,16.0,10047000.0,0.084,2023175040.0,12132355072.0,0.188,0.502,5205483008.0,177.219,45.132,0.02503,0.0919,2153022976.0,-359840736.0,1664365056.0,0.085,0.41361,0.38866,0.0583,0.956726,1.8953182,1.7200012,0.860001,5.05,4.68,4.54685,19.958872,-2.1014023,-0.022631885,1.2442474,0.013901313,1256095.0,16.300003,0.21893893,-5.75,-0.059585493,18.65847,4.4787,PNW,3.58,3.94,4.38,0.24962642369020502,0.895,0.22651258581235703,High,89.375,90.82,74.45,96.5
13200.0,7.0,7.0,5.0,9.0,8.0,1.036,0.988,25.537247,11.920969,2248679.0,2248679.0,3581611.0,4412780.0,4412780.0,112.51,8.0,13.0,46093344768.0,91.01,150.12,0.33456248,123.3761,4.6,0.04071517,64503738368.0,0.01347,406130894.0,407436992.0,13710383.0,6512309.0,0.0337,0.0025499999,0.76543,3.77,0.0374,413275008.0,66.914,1.6906775,1735603200.0,1767139200.0,1846000000.0,4.43,9.49,0.468,19.672,-0.20755112,132.0,2.09524,20.0,1488999936.0,3.653,3279000064.0,18802999296.0,0.787,1.228,137772007424.0,66.317,331.797,0.009509999,0.0656,12536000512.0,1671624960.0,4614000128.0,-0.15,0.09099,0.0238,-0.00483,0.132761,-0.22098471,-0.25,0.149994,4.43,9.49,4.97773,22.727228,0.70279694,0.006251129,-10.246101,-0.0830477,3581611.0,22.119995,0.24305016,-36.989998,-0.24640287,-20.755112,0.7961,PSX,4.8,4.24,4.2,-0.349,1.2,-0.318,High,111.42,113.379,91.01,150.12
83100.0,10.0,5.0,1.0,5.0,4.0,0.84269994,0.523,28.105679,24.748611,6162282.0,6162282.0,6527335.0,5450750.0,5450750.0,177.9,9.0,9.0,277356281856.0,98.93,178.7,7.2254543,137.36165,5.35,0.030531302,324520804352.0,0.19795999,1552579194.0,1556519936.0,13916435.0,8984199.0,0.0089,0.0015199999,0.81584,1.79,0.009,1556519936.0,-7.004,-25.441175,1735603200.0,1767139200.0,7574000128.0,6.34,7.2,8.454,19.982,0.78100944,182.0,1.82353,16.0,4442999808.0,2.854,16241000448.0,49633001472.0,0.364,0.79,38385999872.0,143.13962443438913,24.689,0.13748,0.30343038607803835,25212000256.0,8564250112.0,11626000384.0,0.058,0.65680003,0.42310002,0.41017,1.68921,0.269373,0.479996,2.96001,6.34,7.2,7.47007,23.85386,15.576996,0.09579182,40.828354,0.29723257,6527335.0,79.26,0.80117255,-0.5099945,-0.0028539144,78.100945,1.3089,PM,5.4,3.03,5.15,0.252,1.35,0.247,Medium,175.8372,178.7,98.93,178.7
28410.0,5.0,2.0,2.0,1.0,1.0,0.0642,0.629,15.6422,11.520269,14757547.0,14757547.0,16545229.0,12366190.0,12366190.0,17.05,32.0,29.0,37470445568.0,14.99,21.72,1.5268508,18.39835,0.07,0.0041128085,97246527488.0,0.09576,2191839171.0,2197680128.0,35430859.0,42102459.0,0.0161,0.03261,0.97080004,1.93,0.0182,2197680128.0,13.244,1.2873753,1735603200.0,1767139200.0,2350000128.0,1.09,1.48,3.963,10.38,-0.06421512,22.0,2.10526,17.0,2023000064.0,0.921,9368999936.0,59968000000.0,0.746,0.948,24540999680.0,193.839,11.381,0.024260001,0.08257,9224999936.0,-5102249984.0,8622000128.0,0.021,0.3759,0.38176998,0.23082,0.176256,0.29091263,0.0496006,0.0299988,1.09,1.48,1.50026,11.3646965,-0.033800125,-0.00197849,-1.3483505,-0.073286496,16545229.0,2.0599995,0.13742492,-4.67,-0.21500921,-6.4215126,0.9971,PCG,0.1,0.59,3.32,-0.171,0.025,-0.187,High,16.89,17.14,14.99,21.72
81000.0,10.0,7.0,10.0,1.0,10.0,1.2246,0.502,16.89855,7.959044,26580223.0,26580223.0,53930556.0,47312200.0,47312200.0,23.3,29.0,31.0,132582825984.0,20.92,31.54,2.1225479,26.4017,1.69,0.07335069,177959731200.0,0.1262,5675927880.0,5685369856.0,115162479.0,97494423.0,0.020299999,0.00057,0.67533,2.0,0.020299999,5685369856.0,15.891,1.4674973,1735603200.0,1767139200.0,7866999808.0,1.38,2.93,2.849,7.631,-0.17597175,28.0,2.44,23.0,17319000064.0,3.046,23320999936.0,62397001728.0,0.88,1.258,62464000000.0,68.843,11.019,0.0479,0.0862,46487998464.0,15049249792.0,13989000192.0,-0.078,0.74424005,0.37335,0.35166,1.21527,0.0428826,0.0100002,0.279999,1.38,2.93,2.9947,7.787091,-0.3015995,-0.012767955,-3.0816994,-0.11672352,53930556.0,2.3999996,0.114722736,-8.220001,-0.26062146,-17.597176,0.5916,PFE,1.72,7.38,4.48,-0.048,0.43,-0.053,Medium,22.88,23.39,20.92,31.54
319000.0,8.0,6.0,2.0,3.0,3.0,0.7971,0.481,19.020588,14.987253,8122494.0,8122494.0,8112319.0,8710160.0,8710160.0,129.11,7.0,1.0,177335468032.0,127.75,180.91,1.9376055,156.27605,5.42,0.04165386,217411420160.0,0.10238,1367487312.0,1371079936.0,21846304.0,18848845.0,0.0159,0.0016699999,0.78776,2.42,0.016,1371079936.0,13.393,9.657284,1735344000.0,1766880000.0,9370000384.0,6.8,8.63,2.375,12.565,-0.25400853,150.5,2.65217,22.0,8582000128.0,6.259,17302999040.0,48518000640.0,0.615,0.834,91522998272.0,261.849,66.696,0.08858,0.49927,50404999168.0,7581499904.0,12574999552.0,-0.018,0.55074,0.18906,0.15816,-0.5994457,0.123625,0.159897,-0.7799988,6.8,8.63,7.96441,16.239746,-10.596207,-0.075721696,-26.93605,-0.17236198,8112319.0,1.5899963,0.012446155,-51.570007,-0.28505892,-25.400852,2.2958,PEP,5.69,4.4,2.83,-0.102,1.355,-0.101,Medium,127.75,129.755,127.75,180.91
9750.0,5.0,4.0,8.0,4.0,5.0,0.24290001,1.111,25.010338,19.956701,1252440.0,1252440.0,1689295.0,1195100.0,1195100.0,96.24,10.0,8.0,15924569088.0,72.63,110.71,3.906911,95.24035,0.94,0.009626216,17737768960.0,0.15873,163444409.0,164527008.0,3595011.0,3210228.0,0.0219,0.00756,0.95701,1.75,0.028299998,164527008.0,22.085,4.3826127,1735603200.0,1767139200.0,647000000.0,3.87,4.85,4.352,17.102,0.22596586,105.5,1.7619,20.0,140600000.0,0.855,1037200000.0,1953799936.0,1.117,1.892,4076000000.0,53.77,24.643,0.08545999,0.1859,1616400000.0,658825024.0,835400000.0,-0.007,0.39657003,0.25447,0.22476,-0.880697,0.52691615,0.51000214,-0.860001,3.87,4.85,4.73789,20.428926,7.5663986,0.08480266,1.5496521,0.016270962,1689295.0,24.160004,0.33264497,-13.919998,-0.12573388,22.596586,1.6981,PNR,1.0,1.03,1.35,0.162,0.25,0.164,Medium,95.55,97.17,72.63,110.71
24400.0,7.0,2.0,10.0,5.0,8.0,0.0,1.511,15.69663,14.284254,7683598.0,7683598.0,11330145.0,8321030.0,8321030.0,69.81,14.0,14.0,67931426816.0,55.85,93.66,2.1302464,76.38217,0.0,0.0,70096420864.0,0.14255999,969488801.0,972532992.0,27879790.0,28325242.0,0.0287,0.00121,0.79629,2.17,0.0287,972532992.0,20.688,3.3763535,1735603200.0,1767139200.0,4545999872.0,4.45,4.89,2.198,11.001,0.123532295,80.0,2.25532,39.0,11210999808.0,11.528,6371999744.0,13376000000.0,0.266,1.3,31889000448.0,66.041,31.589,0.04448,0.22198999,13201000448.0,1741874944.0,6693000192.0,0.012,0.41397,0.19982,0.20139,-2.2393262,-0.0715754,-0.0499954,-1.5999985,4.45,4.89,5.07408,13.766042,3.0654984,0.045901343,-6.532173,-0.085519604,11330145.0,14.0,0.25067145,-23.810005,-0.25421742,12.3532295,0.9349,PYPL,0.0,0.0,0.0,0.449,0.0,0.554,Low,69.42,70.14,55.85,93.66
7306.0,1.0,10.0,8.0,9.0,10.0,0.2134,0.809,36.633522,29.575687,412516.0,412516.0,672248.0,533730.0,533730.0,250.41,18.0,12.0,14446912512.0,139.5,262.8,7.54881,203.30244,1.5,0.0057361377,14007617536.0,0.20598,49545253.0,56017500.0,1771936.0,2187584.0,0.0313,0.11913,0.91633004,2.96,0.04,56017500.0,31.71,8.133081,1735603200.0,1767139200.0,394200000.0,7.04,8.72,7.319,28.804,0.5462558,240.0,2.75,16.0,520800000.0,9.297,486300000.0,81500000.0,0.222,1.204,1913799936.0,4.746,34.14,0.05589,0.24987,1643800064.0,296926496.0,567800000.0,0.061,0.85892,0.2541,0.34892,-1.37668,-0.659163,-1.69998,-3.60001,7.04,8.72,8.9731,28.74146,30.258987,0.13292415,54.59755,0.26855335,672248.0,118.399994,0.84874547,-4.899994,-0.018645335,54.625584,2.638,PAYC,1.5,0.58,0.0,-0.436,0.375,-0.433,,255.97,259.94,139.5,262.8
16500.0,1.0,9.0,7.0,2.0,4.0,0.815,0.909,32.45114,29.506617,1085447.0,1085447.0,2216679.0,1511320.0,1511320.0,155.94,2.0,2.0,56222212096.0,115.4,158.37,10.335916,142.5817,3.92,0.025099246,55484862464.0,0.31988,321887992.0,360191008.0,14004115.0,13850285.0,0.038900003,0.10632,0.81544,5.58,0.0436,360191008.0,11.429,13.657363,1717113600.0,1748649600.0,1740000000.0,4.81,5.29,10.2,22.854,0.29782987,147.0,3.16667,15.0,1600999936.0,4.445,2427800064.0,863699968.0,0.598,1.393,5439499776.0,20.981,15.107,0.11643,0.44254002,3917799936.0,1158000000.0,1778800000.0,0.048,0.72025,0.44632998,0.45845002,-0.057623472,0.0,0.0,-0.08999634,4.81,5.29,4.99155,31.270847,7.4747925,0.050296284,13.508301,0.09474078,2216679.0,40.689995,0.3525996,-2.2799988,-0.014396659,29.782986,5.1913,PAYX,4.32,2.77,2.66,0.042,1.08,0.036,Low,154.1666,156.56,115.4,158.37
61120.0,7.0,4.0,6.0,9.0,7.0,0.2509,1.354,25.19077,22.247282,430798.0,430798.0,922406.0,662320.0,662320.0,653.29,8.0,9.0,83689480192.0,488.45,718.44,4.228078,636.171,6.52,0.009918613,92662513664.0,0.17141001,127309059.0,127778000.0,1234063.0,1265615.0,0.0097,0.00274,0.90268,1.22,0.0097,127778000.0,104.799,6.249678,1719705600.0,1751241600.0,3392791040.0,26.0,29.44,4.681,18.399,0.2438941,735.0,1.69565,20.0,408735008.0,3.199,5036259840.0,9372912640.0,0.645,1.207,19793741824.0,69.948,153.891,0.08821,0.27146998,7254986752.0,2980823296.0,3546012928.0,-0.022,0.36653,0.25444,0.21664,-0.363574,-4.747129,-31.091797,-2.38995,26.0,29.44,26.68317,24.545809,42.676025,0.06969973,18.789001,0.029534513,922406.0,166.51001,0.34089467,-63.47998,-0.08835808,24.38941,2.928,PH,7.2,1.1,1.37,0.322,1.8,0.326,Medium,637.21,659.99,488.45,718.44
18600.0,9.0,10.0,10.0,10.0,10.0,0.932,1.267,35.954464171035944,7.3435583,4866749.0,4866749.0,8619725.0,6593350.0,6593350.0,11.94,15.0,15.0,8506408448.0,9.54,13.05,0.29618412,10.97265,0.2,0.016863408,21313669120.0,-0.19094999,606229631.0,633454976.0,66655310.0,65941755.0,0.098900005,0.056929998,0.76124,7.02,0.105399996,710643968.0,24.537,0.4878347,1735603200.0,1767139200.0,-5488999936.0,-8.26,1.63,0.742,8.141,-0.0033305287,12.0,3.25,19.0,2672999936.0,3.965,2617999872.0,15527000064.0,1.023,1.289,28720001024.0,91.724,42.962,0.02871,-0.27754998,9358000128.0,15053750272.0,672000000.0,-0.064,0.32584,0.09116,0.0787,0.9274925,0.16708,0.0199995,0.11000061,-8.26,1.63,1.25112,9.567428,0.45940018,0.039911054,0.9973507,0.090894245,8619725.0,2.4300003,0.25471702,-1.0799999,-0.08275861,-0.33305287,3.274436165048544,PARA,0.2,1.67,3.14,0.24962642369020502,0.05,0.22651258581235703,Low,11.79,12.03,9.54,13.05
15866.0,1.0,9.0,10.0,9.0,9.0,0.0,1.024,107.319534,25.935555,4902866.0,4902866.0,5436525.0,7076870.0,7076870.0,186.48,1.0,1.0,124515557376.0,142.01,208.39,14.030396,182.36118,0.0,0.0,122030702592.0,0.13948,659751924.0,666800000.0,25204564.0,22429431.0,0.0381,0.01016,0.81829,4.21,0.038399998,667766976.0,10.858,17.19801,1722384000.0,1753920000.0,1237799936.0,1.74,7.2,13.75,85.516,0.212623,220.0,1.85455,49.0,3300199936.0,4.949,1427000064.0,806000000.0,0.777,0.895,8874699776.0,11.147,13.516,0.03658,0.21162,6528399872.0,3285975040.0,3207899904.0,0.153,0.73561996,0.16079001,0.09803,0.32018536,-0.396255,-0.740005,0.59599304,1.74,7.2,3.27382,57.039177,7.4879913,0.041774478,4.374817,0.023989849,5436525.0,44.725998,0.31494966,-21.654007,-0.10391097,21.2623,2.3194,PANW,0.0,0.0,0.0,-0.06,0.0,-0.051,Low,183.2201,187.65,142.01,208.39
15400.0,8.0,9.0,3.0,4.0,6.0,0.523,0.869,19.968586,16.966192,565339.0,565339.0,927672.0,809980.0,809980.0,191.05,9.0,8.0,17159185408.0,172.72,250.82,2.0081437,212.66765,5.0,0.025969978,18997360640.0,0.100880004,87654818.0,89980000.0,1624133.0,1329557.0,0.018099999,0.01464,0.92530996,1.64,0.0238,89980000.0,50.387,3.784706,1735603200.0,1767139200.0,856000000.0,9.55,11.24,2.223,10.757,0.054057002,197.0,2.1,9.0,843100032.0,9.437,1766099968.0,2802500096.0,1.992,3.277,8544799744.0,62.289,95.847,0.08675,0.20211,1872400000.0,388112512.0,1269900032.0,0.082,0.21913,0.20669001,0.13769001,-0.950502,0.0,0.0,-1.83,9.55,11.24,10.24,18.623047,0.6678009,0.0035141462,-21.967651,-0.10329569,927672.0,17.979996,0.104099095,-60.12001,-0.23969384,5.4057,2.3929,PKG,5.0,2.62,2.9,0.387,1.25,0.387,Low,189.25,191.48,172.72,250.82
30100.0,4.0,9.0,4.0,5.0,6.0,0.1866,0.967,14.148709,12.015463,2249643.0,2249643.0,3278243.0,2463040.0,2463040.0,87.61,1.0,1.0,48947175424.0,84.65,118.81,1.5125266,102.25465,1.23,0.01303933,56555118592.0,0.10727999,514659721.0,524959008.0,13795623.0,11615655.0,0.026300002,0.01932,0.74147004,3.53,0.0304,524959008.0,34.33,2.7159917,1735603200.0,1767139200.0,3471800064.0,6.59,7.76,1.748,11.735,-0.13626677,99.0,2.59091,19.0,8099999744.0,15.43,4819500032.0,15707899904.0,4.786,5.395,32361199616.0,87.159,61.576,0.06702,0.19899,5399000064.0,-49712500.0,4082200064.0,-0.149,0.16684,0.14893,0.12236,-1.155522,0.439729,0.410004,-1.090004,6.59,7.76,5.79462,16.090788,-0.22000122,-0.0023539613,-9.014648,-0.088158816,3278243.0,8.589996,0.101476625,-25.57,-0.21521758,-13.626677,2.2686,PCAR,1.32,1.42,1.34,-0.577,0.33,-0.577,Medium,92.25,93.69,84.65,118.81
72000.0,2.0,4.0,10.0,4.0,8.0,0.4084,1.002,25.33508,23.09785,2286762.0,2286762.0,2993746.0,3330800.0,3330800.0,93.81,10.0,8.0,38196838400.0,89.7,106.828,2.6948524,97.79045,1.56,0.016052686,45140799488.0,0.1083,393985909.0,394676992.0,6001218.0,6491229.0,0.0152,0.00103,0.93056,1.8,0.0172,394676992.0,-12.966,-7.464137,1735603200.0,1767139200.0,1535000064.0,3.82,4.19,3.185,17.906,0.016062975,101.5,2.8,14.0,1918000000.0,4.86,2520999936.0,8725000192.0,0.783,0.942,14174000128.0,143.13962443438913,35.475,0.13961,0.30343038607803835,4276999936.0,1348499968.0,1582000000.0,-0.025,0.30175,0.17785999,0.16537,-0.411609,0.0,0.0,-0.400002,3.82,4.19,4.05186,23.885326,-1.3323975,-0.013580318,-1.0104523,-0.010332832,2993746.0,7.080002,0.07892979,-10.048004,-0.094057776,1.6062975,2.6091,OTIS,1.68,1.74,1.25,-0.312,0.42,-0.291,,96.28,97.15,89.7,106.828
